STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
74768699999,2000-01-03,30.417,-88.917,10.0,"KEESLER AFB, MS US",66.9,17,66.2,17,1016.5,13,999.9,0,2.4,17,7.7,14,9.9,18.1,69.8,*,64.4,*,0.0,H,999.9,110000
74768699999,2000-01-04,30.417,-88.917,10.0,"KEESLER AFB, MS US",60.2,24,52.3,24,1019.3,18,999.9,0,5.2,24,10.7,23,29.9,35.0,68.0,*,50.0,*,0.22,G,999.9,110000
74768699999,2000-01-05,30.417,-88.917,10.0,"KEESLER AFB, MS US",43.3,23,33.1,23,1027.9,23,999.9,0,7.0,23,8.6,19,13.0,999.9,55.4,*,33.8,*,0.0,G,999.9,0
74768699999,2000-01-06,30.417,-88.917,10.0,"KEESLER AFB, MS US",45.5,23,38.2,23,1027.8,23,999.9,0,7.0,23,5.1,17,7.0,999.9,60.8,*,35.6,*,0.0,I,999.9,0
74768699999,2000-01-07,30.417,-88.917,10.0,"KEESLER AFB, MS US",51.0,22,38.7,22,1029.1,22,999.9,0,7.0,22,5.0,20,8.0,999.9,64.4,*,41.0,*,0.0,I,999.9,0
74768699999,2000-01-08,30.417,-88.917,10.0,"KEESLER AFB, MS US",56.7,24,42.7,24,1024.5,22,999.9,0,7.0,24,5.8,19,11.1,999.9,69.8,*,48.2,*,0.0,I,999.9,0
74768699999,2000-01-09,30.417,-88.917,10.0,"KEESLER AFB, MS US",64.6,23,64.1,23,1016.8,18,999.9,0,2.4,23,8.3,18,12.0,16.9,68.0,*,62.6,*,0.0,I,999.9,100000
74768699999,2000-01-10,30.417,-88.917,10.0,"KEESLER AFB, MS US",65.1,23,56.3,23,1014.9,14,999.9,0,4.8,23,8.1,23,19.0,23.9,68.0,*,60.8,*,0.13,G,999.9,110000
74768699999,2000-01-11,30.417,-88.917,10.0,"KEESLER AFB, MS US",61.0,24,57.9,24,1019.5,21,999.9,0,4.9,24,6.9,18,11.1,999.9,68.0,*,51.8,*,0.0,G,999.9,100000
74768699999,2000-01-12,30.417,-88.917,10.0,"KEESLER AFB, MS US",64.6,23,62.4,23,1022.2,23,999.9,0,6.5,23,6.5,20,13.0,999.9,73.4,*,59.0,*,0.0,I,999.9,0
74768699999,2000-01-13,30.417,-88.917,10.0,"KEESLER AFB, MS US",68.7,24,66.1,24,1023.1,18,999.9,0,4.8,24,6.5,21,9.9,999.9,80.6,*,64.4,*,0.0,I,999.9,100000
74768699999,2000-01-14,30.417,-88.917,10.0,"KEESLER AFB, MS US",54.0,24,30.3,24,1035.3,24,999.9,0,7.0,24,10.6,24,14.0,22.0,69.8,*,42.8,*,0.0,I,999.9,0
74768699999,2000-01-15,30.417,-88.917,10.0,"KEESLER AFB, MS US",51.1,22,35.9,22,1037.0,22,999.9,0,7.0,22,7.7,20,12.0,999.9,66.2,*,41.0,*,0.0,I,999.9,0
74768699999,2000-01-16,30.417,-88.917,10.0,"KEESLER AFB, MS US",60.1,24,54.0,24,1032.5,24,999.9,0,6.6,24,3.6,15,8.0,999.9,71.6,*,50.0,*,0.0,I,999.9,0
74768699999,2000-01-17,30.417,-88.917,10.0,"KEESLER AFB, MS US",59.0,6,56.6,6,1029.2,6,999.9,0,7.0,6,999.9,0,999.9,999.9,62.6,*,55.4,*,0.0,I,999.9,0
74768699999,2000-01-18,30.417,-88.917,10.0,"KEESLER AFB, MS US",66.3,18,62.7,18,1021.9,16,999.9,0,6.9,18,7.9,17,12.0,15.0,75.2,*,60.8,*,0.0,I,999.9,0
74768699999,2000-01-19,30.417,-88.917,10.0,"KEESLER AFB, MS US",67.0,24,64.0,24,1017.3,21,999.9,0,6.7,24,7.5,21,16.9,999.9,75.2,*,64.4,*,0.0,I,999.9,0
74768699999,2000-01-20,30.417,-88.917,10.0,"KEESLER AFB, MS US",63.1,24,51.6,24,1015.6,24,999.9,0,7.0,24,11.1,24,15.0,999.9,69.8,*,53.6,*,0.0,I,999.9,0
74768699999,2000-01-21,30.417,-88.917,10.0,"KEESLER AFB, MS US",42.7,24,25.6,24,1023.8,24,999.9,0,7.0,24,7.8,21,9.9,15.0,53.6,*,32.0,*,0.0,I,999.9,0
74768699999,2000-01-22,30.417,-88.917,10.0,"KEESLER AFB, MS US",54.7,24,43.9,24,1019.0,24,999.9,0,7.0,24,5.1,13,8.0,999.9,66.2,*,48.2,*,0.0,I,999.9,0
74768699999,2000-01-23,30.417,-88.917,10.0,"KEESLER AFB, MS US",64.1,23,63.5,23,1013.6,14,999.9,0,4.4,23,6.8,17,13.0,18.1,71.6,*,60.8,*,99.99, ,999.9,110000
74768699999,2000-01-24,30.417,-88.917,10.0,"KEESLER AFB, MS US",49.7,24,45.4,24,1015.6,18,999.9,0,4.9,24,12.1,23,20.0,29.9,62.6,*,41.0,*,0.08,C,999.9,110010
74768699999,2000-01-25,30.417,-88.917,10.0,"KEESLER AFB, MS US",39.4,24,27.3,24,1018.3,24,999.9,0,7.0,24,8.1,24,11.1,999.9,51.8,*,30.2,*,0.0,I,999.9,0
74768699999,2000-01-26,30.417,-88.917,10.0,"KEESLER AFB, MS US",37.9,24,23.0,24,1022.2,24,999.9,0,7.0,24,8.9,24,11.1,999.9,48.2,*,26.6,*,0.0,I,999.9,0
74768699999,2000-01-27,30.417,-88.917,10.0,"KEESLER AFB, MS US",38.7,23,20.1,23,1026.4,23,999.9,0,7.0,23,8.5,23,11.1,999.9,44.6,*,35.6,*,0.0,I,999.9,0
74768699999,2000-01-28,30.417,-88.917,10.0,"KEESLER AFB, MS US",45.0,23,38.3,23,1022.7,17,999.9,0,5.5,23,12.1,23,16.9,23.9,50.0,*,39.2,*,0.07,G,999.9,10000
74768699999,2000-01-29,30.417,-88.917,10.0,"KEESLER AFB, MS US",50.8,24,50.7,24,1021.8,20,999.9,0,2.9,24,7.3,24,12.0,999.9,51.8,*,46.4,*,0.37,G,999.9,110000
74768699999,2000-01-30,30.417,-88.917,10.0,"KEESLER AFB, MS US",44.9,24,41.1,24,1025.4,20,999.9,0,5.8,24,8.1,23,12.0,999.9,55.4,*,39.2,*,0.01,G,999.9,10000
74768699999,2000-01-31,30.417,-88.917,10.0,"KEESLER AFB, MS US",44.2,23,29.8,23,1025.9,23,999.9,0,7.0,23,7.4,22,11.1,999.9,55.4,*,32.0,*,0.05,G,999.9,0
74768699999,2000-02-01,30.417,-88.917,10.0,"KEESLER AFB, MS US",47.6,23,34.4,23,1025.0,23,999.9,0,7.0,23,4.9,15,7.0,999.9,59.0,*,41.0,*,0.0,G,999.9,0
74768699999,2000-02-02,30.417,-88.917,10.0,"KEESLER AFB, MS US",49.1,23,38.9,23,1027.1,23,999.9,0,7.0,23,4.8,17,8.0,999.9,62.6,*,42.8,*,0.0,I,999.9,0
74768699999,2000-02-03,30.417,-88.917,10.0,"KEESLER AFB, MS US",48.0,22,36.3,22,1023.8,22,999.9,0,7.0,22,6.0,12,9.9,13.0,59.0,*,37.4,*,0.0,I,999.9,0
74768699999,2000-02-04,30.417,-88.917,10.0,"KEESLER AFB, MS US",53.6,24,40.5,24,1020.5,24,999.9,0,7.0,24,7.4,23,12.0,999.9,64.4,*,44.6,*,0.0,I,999.9,0
74768699999,2000-02-05,30.417,-88.917,10.0,"KEESLER AFB, MS US",43.6,23,27.6,23,1029.4,23,999.9,0,7.0,23,8.2,20,13.0,16.9,57.2,*,32.0,*,0.0,I,999.9,0
74768699999,2000-02-06,30.417,-88.917,10.0,"KEESLER AFB, MS US",42.2,24,31.2,24,1031.1,24,999.9,0,7.0,24,5.1,17,8.0,999.9,55.4,*,28.4,*,0.0,I,999.9,0
74768699999,2000-02-07,30.417,-88.917,10.0,"KEESLER AFB, MS US",47.5,24,42.2,24,1028.6,23,999.9,0,5.3,24,4.7,13,8.9,999.9,60.8,*,37.4,*,0.0,I,999.9,100000
74768699999,2000-02-08,30.417,-88.917,10.0,"KEESLER AFB, MS US",53.6,24,49.0,24,1027.2,21,999.9,0,6.1,24,3.9,16,6.0,999.9,64.4,*,48.2,*,0.07,G,999.9,10000
74768699999,2000-02-09,30.417,-88.917,10.0,"KEESLER AFB, MS US",52.7,21,45.9,21,1025.9,21,999.9,0,5.4,21,4.7,16,9.9,999.9,64.4,*,44.6,*,0.0,G,999.9,0
74768699999,2000-02-10,30.417,-88.917,10.0,"KEESLER AFB, MS US",57.1,24,52.2,24,1019.8,23,999.9,0,6.4,24,6.9,22,12.0,16.9,66.2,*,44.6,*,0.0,I,999.9,100000
74768699999,2000-02-11,30.417,-88.917,10.0,"KEESLER AFB, MS US",63.0,24,59.7,24,1016.0,24,999.9,0,6.9,24,8.5,23,15.0,22.9,73.4,*,59.0,*,0.0,I,999.9,0
74768699999,2000-02-12,30.417,-88.917,10.0,"KEESLER AFB, MS US",64.9,24,63.5,24,1016.7,20,999.9,0,5.6,24,7.2,24,12.0,18.1,73.4,*,60.8,*,0.0,I,999.9,100000
74768699999,2000-02-13,30.417,-88.917,10.0,"KEESLER AFB, MS US",65.2,24,64.7,24,1015.3,18,999.9,0,4.2,24,7.9,22,13.0,20.0,71.6,*,62.6,*,99.99, ,999.9,110010
74768699999,2000-02-14,30.417,-88.917,10.0,"KEESLER AFB, MS US",69.9,24,64.0,24,1014.2,15,999.9,0,4.8,24,9.7,22,25.1,29.9,80.6,*,62.6,*,0.82,G,999.9,10010
74768699999,2000-02-15,30.417,-88.917,10.0,"KEESLER AFB, MS US",61.2,23,52.4,23,1020.7,23,999.9,0,6.9,23,6.0,18,9.9,999.9,69.8,*,51.8,*,0.0,G,999.9,0
74768699999,2000-02-16,30.417,-88.917,10.0,"KEESLER AFB, MS US",67.4,22,65.6,22,1021.5,20,999.9,0,5.9,22,5.3,9,8.0,999.9,77.0,*,62.6,*,0.0,I,999.9,0
74768699999,2000-02-17,30.417,-88.917,10.0,"KEESLER AFB, MS US",67.2,23,66.7,23,1021.7,17,999.9,0,1.7,23,5.1,9,8.0,999.9,71.6,*,64.4,*,0.0,I,999.9,100000
74768699999,2000-02-18,30.417,-88.917,10.0,"KEESLER AFB, MS US",70.0,23,68.9,23,1020.2,15,999.9,0,3.4,23,8.2,11,11.1,18.1,77.0,*,66.2,*,0.0,I,999.9,100000
74768699999,2000-02-19,30.417,-88.917,10.0,"KEESLER AFB, MS US",69.1,23,63.5,23,1021.8,21,999.9,0,6.9,23,8.1,23,11.1,999.9,71.6,*,64.4,*,0.0,I,999.9,0
74768699999,2000-02-20,30.417,-88.917,10.0,"KEESLER AFB, MS US",51.6,24,39.1,24,1029.6,24,999.9,0,7.0,24,8.3,20,12.0,999.9,68.0,*,37.4,*,0.0,I,999.9,0
74768699999,2000-02-21,30.417,-88.917,10.0,"KEESLER AFB, MS US",56.6,6,39.2,6,1030.5,6,999.9,0,7.0,6,3.3,6,4.1,999.9,62.6,*,51.8,*,0.0,I,999.9,0
74768699999,2000-02-22,30.417,-88.917,10.0,"KEESLER AFB, MS US",49.8,9,45.0,9,1028.1,8,999.9,0,7.0,9,4.2,9,8.9,999.9,66.2,*,46.4,*,0.0,I,999.9,0
74768699999,2000-02-23,30.417,-88.917,10.0,"KEESLER AFB, MS US",68.8,9,64.6,9,1025.5,8,999.9,0,6.1,9,10.5,9,15.9,21.0,73.4,*,62.6,*,0.0,I,999.9,0
74768699999,2000-02-24,30.417,-88.917,10.0,"KEESLER AFB, MS US",69.6,24,66.3,24,1024.6,24,999.9,0,6.8,24,8.2,21,11.1,18.1,77.0,*,64.4,*,0.0,I,999.9,0
74768699999,2000-02-25,30.417,-88.917,10.0,"KEESLER AFB, MS US",68.9,24,66.5,24,1022.6,23,999.9,0,7.0,24,9.6,13,14.0,18.1,77.0,*,60.8,*,0.0,I,999.9,0
74768699999,2000-02-26,30.417,-88.917,10.0,"KEESLER AFB, MS US",71.1,23,68.3,23,1020.7,23,999.9,0,7.0,23,7.5,18,12.0,19.0,77.0,*,68.0,*,0.0,I,999.9,0
74768699999,2000-02-27,30.417,-88.917,10.0,"KEESLER AFB, MS US",64.0,24,56.2,24,1022.3,18,999.9,0,6.8,24,7.5,17,14.0,23.9,73.4,*,50.0,*,0.24,G,999.9,10010
74768699999,2000-02-28,30.417,-88.917,10.0,"KEESLER AFB, MS US",59.6,24,47.0,24,1025.0,24,999.9,0,7.0,24,5.7,20,8.9,999.9,69.8,*,48.2,*,0.0,G,999.9,0
74768699999,2000-02-29,30.417,-88.917,10.0,"KEESLER AFB, MS US",60.2,24,55.6,24,1022.7,23,999.9,0,6.7,24,4.1,15,9.9,15.9,73.4,*,50.0,*,0.0,I,999.9,0
74768699999,2000-03-01,30.417,-88.917,10.0,"KEESLER AFB, MS US",70.1,23,66.3,23,1021.7,21,999.9,0,6.9,23,7.9,14,13.0,999.9,78.8,*,66.2,*,0.0,H,999.9,10000
74768699999,2000-03-02,30.417,-88.917,10.0,"KEESLER AFB, MS US",69.3,24,61.2,24,1020.0,22,999.9,0,7.0,24,7.2,20,13.0,14.0,77.0,*,60.8,*,0.0,I,999.9,0
74768699999,2000-03-03,30.417,-88.917,10.0,"KEESLER AFB, MS US",70.1,23,68.3,23,1016.1,18,999.9,0,6.9,23,8.4,20,16.9,22.9,77.0,*,66.2,*,0.0,H,999.9,10000
74768699999,2000-03-04,30.417,-88.917,10.0,"KEESLER AFB, MS US",62.9,24,53.9,24,1014.7,24,999.9,0,7.0,24,10.3,24,16.9,22.0,73.4,*,51.8,*,0.0,A,999.9,0
74768699999,2000-03-05,30.417,-88.917,10.0,"KEESLER AFB, MS US",57.6,24,48.3,24,1018.2,24,999.9,0,7.0,24,6.6,20,9.9,999.9,68.0,*,46.4,*,0.0,I,999.9,0
74768699999,2000-03-06,30.417,-88.917,10.0,"KEESLER AFB, MS US",60.6,24,55.0,24,1020.8,24,999.9,0,7.0,24,5.0,14,8.9,999.9,73.4,*,50.0,*,0.0,I,999.9,0
74768699999,2000-03-07,30.417,-88.917,10.0,"KEESLER AFB, MS US",64.9,22,60.4,22,1023.0,22,999.9,0,5.5,22,5.3,14,9.9,999.9,75.2,*,53.6,*,0.0,I,999.9,100000
74768699999,2000-03-08,30.417,-88.917,10.0,"KEESLER AFB, MS US",69.6,24,66.1,24,1020.8,24,999.9,0,6.3,24,6.0,13,8.9,15.9,77.0,*,59.0,*,0.0,I,999.9,0
74768699999,2000-03-09,30.417,-88.917,10.0,"KEESLER AFB, MS US",72.0,23,70.7,23,1019.0,20,999.9,0,6.1,23,7.1,15,9.9,16.9,78.8,*,68.0,*,0.0,I,999.9,0
74768699999,2000-03-10,30.417,-88.917,10.0,"KEESLER AFB, MS US",74.4,24,72.3,24,1017.9,17,999.9,0,5.2,24,7.1,21,9.9,16.9,80.6,*,71.6,*,0.0,I,999.9,0
74768699999,2000-03-11,30.417,-88.917,10.0,"KEESLER AFB, MS US",71.0,23,65.8,23,1015.4,18,999.9,0,6.7,23,9.3,15,18.1,22.0,75.2,*,62.6,*,0.08,A,999.9,10010
74768699999,2000-03-12,30.417,-88.917,10.0,"KEESLER AFB, MS US",50.1,24,36.6,24,1023.7,24,999.9,0,7.0,24,8.3,15,12.0,21.0,66.2,*,39.2,*,0.0,I,999.9,0
74768699999,2000-03-13,30.417,-88.917,10.0,"KEESLER AFB, MS US",54.2,24,38.4,24,1024.7,24,999.9,0,7.0,24,5.9,21,8.9,999.9,66.2,*,39.2,*,0.0,I,999.9,0
74768699999,2000-03-14,30.417,-88.917,10.0,"KEESLER AFB, MS US",59.6,24,52.0,24,1022.6,24,999.9,0,7.0,24,7.0,18,11.1,999.9,73.4,*,44.6,*,0.0,I,999.9,0
74768699999,2000-03-15,30.417,-88.917,10.0,"KEESLER AFB, MS US",67.6,24,64.1,24,1018.0,22,999.9,0,6.4,24,8.3,24,12.0,21.0,75.2,*,59.0,*,0.0,H,999.9,10010
74768699999,2000-03-16,30.417,-88.917,10.0,"KEESLER AFB, MS US",70.5,23,68.1,23,1013.3,15,999.9,0,6.0,23,7.9,19,13.0,22.9,75.2,*,68.0,*,99.99, ,999.9,10010
74768699999,2000-03-17,30.417,-88.917,10.0,"KEESLER AFB, MS US",69.0,24,52.3,24,1017.6,23,999.9,0,6.6,24,6.4,21,8.9,999.9,78.8,*,59.0,*,0.0,I,999.9,100000
74768699999,2000-03-18,30.417,-88.917,10.0,"KEESLER AFB, MS US",68.6,23,55.6,23,1018.7,16,999.9,0,6.6,23,6.4,12,16.9,25.1,73.4,*,62.6,*,0.0,H,999.9,10010
74768699999,2000-03-19,30.417,-88.917,10.0,"KEESLER AFB, MS US",67.4,24,59.6,24,1012.3,12,999.9,0,5.7,24,8.6,19,15.9,26.0,73.4,*,60.8,*,3.54,G,999.9,10010
74768699999,2000-03-20,30.417,-88.917,10.0,"KEESLER AFB, MS US",58.3,23,42.3,23,1015.3,23,999.9,0,7.0,23,8.6,18,11.1,16.9,66.2,*,50.0,*,0.7,G,999.9,0
74768699999,2000-03-21,30.417,-88.917,10.0,"KEESLER AFB, MS US",60.9,24,53.8,24,1019.6,24,999.9,0,7.0,24,5.9,19,9.9,15.0,71.6,*,50.0,*,0.0,G,999.9,0
74768699999,2000-03-22,30.417,-88.917,10.0,"KEESLER AFB, MS US",66.2,23,57.4,23,1022.8,23,999.9,0,7.0,23,5.1,12,8.0,999.9,77.0,*,55.4,*,0.0,I,999.9,0
74768699999,2000-03-23,30.417,-88.917,10.0,"KEESLER AFB, MS US",68.4,23,59.6,23,1021.0,23,999.9,0,7.0,23,5.3,19,8.0,15.9,78.8,*,57.2,*,0.0,I,999.9,0
74768699999,2000-03-24,30.417,-88.917,10.0,"KEESLER AFB, MS US",69.0,24,64.0,24,1020.2,24,999.9,0,6.4,24,3.7,10,9.9,12.0,75.2,*,60.8,*,0.0,I,999.9,0
